FILEPATH,FILENAME,HYDROPHONENAME,FILETIME_SEC_FROMMIDNIGHT,SIGNALTIME_SEC_FROMMIDNIGHT,TAGCODE,TOA_MICRO_SEC,SNR_DB,CRC,PHASEMARGIN,CHANNEL
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.7194719.bwm,P18DB,52564.71947,52564.72395,G7245491E,4481.98,18.84,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.04.7194719.bwm,P18DB,52564.71947,52564.72396,G7245491E,4484.5,16.43,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.4960837.bwm,P18DN,52565.49608,52565.50133,G7253EA15,5241.84,7.22,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.4960837.bwm,P18DN,52565.49608,52565.50133,G7253EA15,5244.33,5.9,0,8.88,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.4960837.bwm,P18DB,52565.49608,52565.50162,G7253EA15,5534.51,12.65,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.4960837.bwm,P18DB,52565.49608,52565.50162,G7253EA15,5534.51,9.98,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.4960837.bwm,P18DB,52565.49608,52565.50162,G7253EA15,5536.92,14.15,0,9.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.05.8172145.bwm,P18DB,52565.81721,52565.82042,G724DE105,3205.74,8.83,0,9.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DN,52566.89857,52566.90383,G7245491E,5255.61,11.62,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DN,52566.89857,52566.90383,G7245491E,5258.25,11.62,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DN,52566.89857,52566.90384,G7245491E,5263.63,13.19,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DB,52566.89857,52566.90413,G7245491E,5557.32,19.69,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DB,52566.89857,52566.90413,G7245491E,5557.32,17.43,0,9.06,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DB,52566.89857,52566.90413,G7245491E,5557.32,17.26,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.8985729.bwm,P18DB,52566.89857,52566.90413,G7245491E,5557.32,15.98,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.9510024.bwm,P18DB,52566.951,52566.9542,G7259AED5,3195.19,16.12,0,9.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.06.9510024.bwm,P18DB,52566.951,52566.95695,G7259AED5,5948.87,15.9,0,7.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DN,52567.65552,52567.65861,G7253EA15,3085.73,11.52,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DN,52567.65552,52567.65861,G7253EA15,3085.73,10.49,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DB,52567.65552,52567.65891,G7253EA15,3381.75,17.24,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DB,52567.65552,52567.65891,G7253EA15,3384.27,19.17,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DB,52567.65552,52567.65891,G7253EA15,3384.27,18.59,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.07.6555240.bwm,P18DB,52567.65552,52567.65891,G7253EA15,3384.27,14.19,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.0749602.bwm,P18DB,52568.07496,52568.08002,G724DE105,5057.4,9.61,0,9.44,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.0749602.bwm,P18DB,52568.07496,52568.08293,G724DE105,7973.99,16.73,0,8.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.0749602.bwm,P18DB,52568.07496,52568.08294,G724DE105,7976.42,13.84,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.3305537.bwm,P18DB,52568.33055,52568.33443,G726D97E1,3881.14,12.4,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.3305537.bwm,P18DN,52568.33055,52568.33492,G726D97E1,4361.94,8.09,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.3305537.bwm,P18DN,52568.33055,52568.33492,G726D97E1,4364.6,6.07,0,8.69,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.3305537.bwm,P18DB,52568.33055,52568.33523,G726D97E1,4676.08,14.95,0,8.59,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.08.3305537.bwm,P18DB,52568.33055,52568.33523,G726D97E1,4676.08,13.56,0,8.47,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.0809513.bwm,P18DN,52569.08095,52569.08385,G7245491E,2896.6,9,0,8,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.0809513.bwm,P18DN,52569.08095,52569.08385,G7245491E,2901.83,10.31,0,8.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.0809513.bwm,P18DB,52569.08095,52569.08415,G7245491E,3199.73,17.87,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.0809513.bwm,P18DB,52569.08095,52569.08415,G7245491E,3199.73,13.57,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.3824208.bwm,P18DN,52569.38242,52569.38574,G7259AED5,3317.59,11.19,0,8.91,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.3824208.bwm,P18DN,52569.38242,52569.38574,G7259AED5,3317.59,10.14,0,8.72,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.3824208.bwm,P18DN,52569.38242,52569.38574,G7259AED5,3319.66,8.5,0,8.66,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.3824208.bwm,P18DB,52569.38242,52569.38607,G7259AED5,3644.58,17.58,0,8.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.3824208.bwm,P18DB,52569.38242,52569.38607,G7259AED5,3649.37,19.41,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.8116871.bwm,P18DN,52569.81169,52569.8159,G7253EA15,4215.68,13.65,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.8116871.bwm,P18DB,52569.81169,52569.81621,G7253EA15,4522.11,17.3,0,8.75,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.8116871.bwm,P18DB,52569.81169,52569.81621,G7253EA15,4524.59,21.41,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.09.8116871.bwm,P18DB,52569.81169,52569.81621,G7253EA15,4527.09,18.78,0,8.56,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.10.3294288.bwm,P18DN,52570.32943,52570.33238,G726D97E1,2946.56,6.14,0,8.88,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.10.3294288.bwm,P18DB,52570.32943,52570.33269,G726D97E1,3260.05,13.6,0,9.28,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.10.3294288.bwm,P18DB,52570.32943,52570.33269,G726D97E1,3260.05,12.11,0,9.41,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.10.3294288.bwm,P18DB,52570.32943,52570.33964,G724DE105,10215.14,12.63,0,8.59,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.10.3294288.bwm,P18DB,52570.32943,52570.33965,G724DE105,10219.95,11.25,0,8.66,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.2600522.bwm,P18DN,52571.26005,52571.2641,G7245491E,4048.88,9.01,0,8.69,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.2600522.bwm,P18DB,52571.26005,52571.2644,G7245491E,4350,16.79,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.2600522.bwm,P18DB,52571.26005,52571.2644,G7245491E,4352.59,18.28,0,8.56,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.8138388.bwm,P18DB,52571.81384,52571.81779,G7259AED5,3950.84,12.79,0,9.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.8138388.bwm,P18DB,52571.81384,52571.81779,G7259AED5,3953.26,14.53,0,9,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.8138388.bwm,P18DB,52571.81384,52571.81779,G7259AED5,3953.26,12.26,0,9.38,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.9678508.bwm,P18DN,52571.96785,52571.97385,G7253EA15,5995.16,9.22,0,8.38,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.9678508.bwm,P18DN,52571.96785,52571.97385,G7253EA15,5997.62,4.88,0,8.75,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.9678508.bwm,P18DN,52571.96785,52571.97385,G7253EA15,6000.12,11.09,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.11.9678508.bwm,P18DB,52571.96785,52571.97416,G7253EA15,6308.33,19.75,0,8.12,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.12.3250264.bwm,P18DB,52572.32503,52572.3304,G726D97E1,5376.63,8.53,0,8.03,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.12.5937276.bwm,P18DB,52572.59373,52572.59938,G724DE105,5647.7,12.71,0,9.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.12.5937276.bwm,P18DB,52572.59373,52572.59938,G724DE105,5647.7,10.79,0,9.03,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.12.5937276.bwm,P18DB,52572.59373,52572.59938,G724DE105,5652.52,13.88,0,9.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.13.4391536.bwm,P18DN,52573.43915,52573.44435,G7245491E,5198.28,12.25,0,8.38,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.13.4391536.bwm,P18DN,52573.43915,52573.44435,G7245491E,5198.28,10.25,0,8.62,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.13.4391536.bwm,P18DB,52573.43915,52573.44466,G7245491E,5506.17,19.86,0,8.38,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.13.4391536.bwm,P18DB,52573.43915,52573.44466,G7245491E,5506.17,17.67,0,8.31,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.1272910.bwm,P18DN,52574.12729,52574.13145,G7253EA15,4157.3,6.96,0,8.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.1272910.bwm,P18DN,52574.12729,52574.13145,G7253EA15,4159.86,6.08,0,8.81,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.1272910.bwm,P18DB,52574.12729,52574.13176,G7253EA15,4469.8,17.43,0,8.69,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.1272910.bwm,P18DB,52574.12729,52574.13176,G7253EA15,4469.8,14.97,0,8.62,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.1272910.bwm,P18DB,52574.12729,52574.13176,G7253EA15,4472.31,12.96,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.2452572.bwm,P18DB,52574.24526,52574.24959,G7259AED5,4336.33,14.48,0,8.66,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.2452572.bwm,P18DB,52574.24526,52574.24959,G7259AED5,4336.33,12.55,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.8547503.bwm,P18DN,52574.85475,52574.85903,G724DE105,4283.35,7.91,0,8.94,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.8547503.bwm,P18DN,52574.85475,52574.85904,G724DE105,4285.23,7.09,0,8.56,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.8547503.bwm,P18DB,52574.85475,52574.85936,G724DE105,4608.4,17.9,0,9.41,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.14.8547503.bwm,P18DB,52574.85475,52574.85936,G724DE105,4608.4,16.88,0,9.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.15.6215329.bwm,P18DN,52575.62153,52575.62496,G7245491E,3425.76,7.05,0,8.19,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.15.6215329.bwm,P18DN,52575.62153,52575.62496,G7245491E,3428.36,9.2,0,8.12,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.15.6215329.bwm,P18DB,52575.62153,52575.62526,G7245491E,3728.69,9.86,0,9.22,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.15.6215329.bwm,P18DB,52575.62153,52575.62526,G7245491E,3731.17,17.33,0,9.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.15.6215329.bwm,P18DB,52575.62153,52575.62526,G7245491E,3731.17,15.42,0,9.28,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DN,52576.28673,52576.29,G7253EA15,3265.78,8.79,0,8.62,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DN,52576.28673,52576.29001,G7253EA15,3273.47,9.37,0,8.25,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DB,52576.28673,52576.2903,G7253EA15,3569.57,15.74,0,8.31,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DB,52576.28673,52576.2903,G7253EA15,3571.79,17.17,0,9,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DB,52576.28673,52576.2903,G7253EA15,3571.79,14.87,0,8.44,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.2867326.bwm,P18DB,52576.28673,52576.29031,G7253EA15,3576.72,18.46,0,8.06,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.3227775.bwm,P18DB,52576.32278,52576.32643,G726D97E1,3651.17,10.6,0,9.5,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.3227775.bwm,P18DB,52576.32278,52576.32643,G726D97E1,3653.55,8.95,0,9.16,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.6766770.bwm,P18DB,52576.67668,52576.68208,G7259AED5,5401.54,15.46,0,8.78,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.6766770.bwm,P18DB,52576.67668,52576.68208,G7259AED5,5403.82,17.77,0,8.72,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.6766770.bwm,P18DB,52576.67668,52576.68208,G7259AED5,5403.82,16.42,0,8.53,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.16.6766770.bwm,P18DB,52576.67668,52576.68208,G7259AED5,5403.82,14.35,0,8.53,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.1157740.bwm,P18DN,52577.11577,52577.1195,G724DE105,3729.26,9.95,0,9.06,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.1157740.bwm,P18DN,52577.11577,52577.11951,G724DE105,3731.78,7.92,0,8.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.1157740.bwm,P18DB,52577.11577,52577.11981,G724DE105,4038.4,18.07,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.1157740.bwm,P18DB,52577.11577,52577.11981,G724DE105,4038.4,15.06,0,9.28,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.8006344.bwm,P18DN,52577.80063,52577.80585,G7245491E,5210.64,6.4,0,8.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.8006344.bwm,P18DN,52577.80063,52577.80585,G7245491E,5210.64,4.67,0,7.5,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.8006344.bwm,P18DB,52577.80063,52577.80613,G7245491E,5494.89,14.78,0,9.19,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.8006344.bwm,P18DB,52577.80063,52577.80613,G7245491E,5497.38,13.26,0,9.25,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.17.8006344.bwm,P18DB,52577.80063,52577.80613,G7245491E,5497.38,11.77,0,9.19,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.3183756.bwm,P18DB,52578.31838,52578.32467,G726D97E1,6293.02,10.85,0,8.78,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.3183756.bwm,P18DB,52578.31838,52578.32467,G726D97E1,6295.48,9.43,0,8.84,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DN,52578.4429,52578.44797,G7253EA15,5072.18,8.78,0,8.31,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DN,52578.4429,52578.44797,G7253EA15,5077.15,7.79,0,7.62,1
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DB,52578.4429,52578.44826,G7253EA15,5361.36,18.6,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DB,52578.4429,52578.44826,G7253EA15,5361.36,17.16,0,8.94,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DB,52578.4429,52578.44826,G7253EA15,5363.79,14.95,0,8.81,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.18.4428958.bwm,P18DB,52578.4429,52578.44826,G7253EA15,5363.79,14.25,0,8.88,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.1113721.bwm,P18DB,52579.11137,52579.11445,G7259AED5,3076.1,14.47,0,9.09,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.1113721.bwm,P18DB,52579.11137,52579.11445,G7259AED5,3078.6,15.49,0,9.22,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.1113721.bwm,P18DB,52579.11137,52579.11445,G7259AED5,3078.6,12.5,0,9.34,2
H:\BON_baffle_test_04192013\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.1113721.bwm,P18DB,52579.11137,52579.11502,G7259AED5,3648.25,8.34,0,7.25,2
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.3735193.bwm,P18DN,52579.37352,52579.37962,G724DE105,6098.52,6.28,0,9.12,1
E:\BON_P3_CH34\Board2\04.19.2013\BON_P3_CH34_001,BON_P3_CH34_04.19.2013.14.36.19.3735193.bwm,P18DB,52579.37352,52579.37991,G724DE105,6388.52,14.19,0,9.47,2
